_AverageReward,Steps,ValFuncLoss,_mean_act,_mean_discrew,_min_discrew,_max_discrew,_std_discrew,_Episode,_time_from_beginning_in_minutes,Clipping,Max ratio,Min ratio,Mean ratio,PolicyEntropy,KL
67.725794,500000,0.97179234,31.5,0.034455417673034276,-5.878878113533542,2.132528315580676,0.99999999727115,29,270.93,0.2,8.013741,0.09616677,0.97686416,0.890969,0.008064227
67.08092,500000,0.9639929,31.5,0.0557072644523934,-4.898557598046337,2.156669874883937,0.999999997253478,30,280.3,0.2,8.981146,0.09935165,0.9768283,0.8878991,0.008342229
67.984442,500000,0.93634564,31.5,0.007605932367686474,-5.3744426581476805,2.187640759819766,0.9999999972916572,31,289.65,0.2,7.626242,0.06803943,0.96943015,0.8847837,0.007297049
67.361242,500000,0.9466149,31.5,0.041418759780470715,-5.122981915599481,2.21869618656985,0.9999999972345676,32,298.93,0.2,8.709525,0.05160321,0.98341316,0.88497645,0.0075303274
67.245582,500000,0.9271965,31.5,0.05077373651948405,-4.794204896113558,2.239342249518213,0.9999999972114488,33,308.25,0.2,9.567677,0.110709384,0.97403055,0.8831424,0.00805494
67.088716,500000,0.9505606,31.5,0.06318060603783167,-5.49501752813249,2.1849918677324838,0.9999999972149202,34,317.46,0.2,9.85137,0.051053256,1.0178189,0.8818974,0.00811767
67.30769,500000,0.9289285,31.5,0.04068506289054969,-4.085682999206363,2.2058447990814423,0.9999999972401343,35,326.79,0.2,8.092877,0.10369393,1.0900683,0.8782629,0.0071824053
66.476618,500000,0.93569446,31.5,0.08093923271194375,-4.944836483544119,2.249462693683951,0.9999999971735909,36,335.96,0.2,13.929865,0.09929369,0.9932111,0.88300014,0.008340055
66.702764,500000,0.89033467,31.5,0.06486369490493248,-4.684331720866894,2.201126667439649,0.9999999971758834,37,345.08,0.2,11.33376,0.07476177,0.97791994,0.88093245,0.0077068326
67.10973,500000,0.9231992,31.5,0.034109164906298034,-4.849257917583827,2.2058130773291666,0.9999999972278777,38,354.31,0.2,15.128298,0.083428316,1.0005199,0.87754935,0.008668648
66.955788,500000,0.96041226,31.5,0.03722315407547114,-5.775755943297607,2.233618226604935,0.9999999972144149,39,363.49,0.2,14.431105,0.05339977,1.0296563,0.8747653,0.007887456
66.48889,500000,0.9223174,31.5,0.04998790860593907,-5.1044178330979815,2.3415197331738904,0.9999999971119126,40,372.64,0.2,10.127758,0.10932795,1.0199901,0.8722102,0.008368355
66.467462,500000,0.983088,31.5,0.030439290252304508,-4.196618785884701,2.2301215145466577,0.9999999971525286,41,381.83,0.2,13.777743,0.08061553,1.0372225,0.87253857,0.0072551165
66.784548,500000,0.9606762,31.5,0.03293272378551472,-4.888463570495426,2.172740523605171,0.9999999972290744,42,390.91,0.2,7.765214,0.0674945,0.9661309,0.8707309,0.008664328
65.965558,500000,0.8874818,31.5,0.07057565218185878,-4.478114731773381,2.21137802741494,0.9999999971567294,43,399.93,0.2,5.956051,0.04845265,0.9432837,0.8712663,0.00812642
66.130232,500000,0.9391317,31.5,0.056199968936341084,-5.085431467964346,2.2325694580361284,0.999999997212181,44,409.08,0.2,9.04684,0.07239763,1.0030735,0.8715305,0.008259227
66.421578,500000,0.9412906,31.5,0.037204953554288225,-4.882280145394982,2.233705199962523,0.9999999971608853,45,418.18,0.2,7.8478513,0.12551898,1.0905519,0.8698347,0.007385784
66.09543,500000,0.89788646,31.5,0.03261162049307107,-6.048587527222207,2.173865874154556,0.9999999971812743,46,427.29,0.2,10.820196,0.060323387,1.0832689,0.8685664,0.00865143
65.973952,500000,0.8649735,31.5,0.04053097546750249,-5.402282740622007,2.1940933825615327,0.9999999971610766,47,436.32,0.2,8.51514,0.10536857,0.9927629,0.8698321,0.008111775
66.498034,500000,0.94221205,31.5,0.014935436849282805,-4.878905873328638,2.196509775798482,0.9999999971072318,48,444.47,0.2,13.951429,0.094062105,1.0085645,0.8673803,0.008302005
66.735866,500000,0.90719885,31.5,-0.004965598932634283,-5.0596080305699065,2.159789793028126,0.9999999971348345,49,452.42,0.2,8.963006,0.090733044,1.0248444,0.86656374,0.008567091
66.177356,500000,0.9802804,31.5,0.019495667688446055,-5.4074037406422235,2.0949185473211758,0.9999999971767907,50,460.11,0.2,9.230271,0.07404893,1.0302247,0.86641854,0.0077292384
