_AverageReward,Steps,ValFuncLoss,_mean_act,_mean_discrew,_min_discrew,_max_discrew,_std_discrew,_Episode,_time_from_beginning_in_minutes,Clipping,Max ratio,Min ratio,Mean ratio,PolicyEntropy,KL
25.199611,1000000,0.17637734,4.0,0.001585982039938538,-5.353618686365002,2.067168412607334,0.9999999918154883,1,3.73,0.2,6.0742965,0.057260424,0.9988855,1.3339269,0.036637697
20.16434,1000000,0.3575471,4.0,0.2914901845870383,-5.879866852725589,2.168489671479518,0.9999999935277435,2,6.13,0.2,4.521522,0.08014982,1.015821,1.2807221,0.022214735
16.934882,1000000,0.4049046,4.0,0.5384949389955205,-8.548979239754434,2.3012303318640424,0.999999993500867,3,9.35,0.2,3.346339,0.108198114,0.9696846,1.1926932,0.021772634
15.126248,1000000,0.4126384,4.0,0.6698661315551745,-7.71780790685929,2.3916796929044684,0.9999999932200784,4,11.61,0.2,26.809483,0.10723242,1.0124646,1.1442819,0.027084822
14.133761,1000000,0.4066772,4.0,0.6465366695693969,-7.06207836950922,2.312058341739387,0.9999999932179922,5,14.08,0.2,2.888229,0.10449237,0.989539,1.0907643,0.018287603
13.552736,1000000,0.42702392,4.0,0.5750763691211291,-6.8733552093265455,2.1269204417064382,0.9999999932604138,6,17.35,0.2,4.9252806,0.09426712,0.9802937,1.0378529,0.021861902
13.100848,1000000,0.43925464,4.0,0.47180785932537034,-6.8733073015009145,1.9659908894950642,0.9999999933890955,7,19.81,0.2,117.51638,0.0011018694,1.0074,1.0003381,0.069684215
12.961284,1000000,0.410216,4.0,0.42822541305711165,-9.119192459546202,1.929964343115472,0.9999999932950415,8,22.28,0.2,66.93877,0.016767846,1.024399,1.0005329,0.059987213
12.728716,1000000,0.46293622,4.0,0.4154266779168124,-7.45259370493367,1.9135757455078988,0.9999999931064387,9,25.89,0.2,13.773592,0.1224229,0.9762927,0.97805065,0.013711024
12.625936,1000000,0.41596526,4.0,0.3609515926501827,-8.603139145815286,1.8626067751862874,0.999999993098671,10,28.24,0.2,3.9060059,0.1005624,0.9657163,0.9491433,0.015472924
12.420349,1000000,0.3558779,4.0,0.32177242416408075,-7.366428503923375,1.825891149805803,0.9999999929528611,11,30.73,0.2,5.6093426,0.13831839,0.97841275,0.93094647,0.011736995
12.287172,1000000,0.3605311,4.0,0.28323427154571335,-9.624843641397575,1.781943121743702,0.9999999928740284,12,33.4,0.2,3.653734,0.22943683,0.99403775,0.92112285,0.014861561
12.293792,1000000,0.35865793,4.0,0.2473892165161837,-8.387012940007846,1.7709880273556744,0.9999999928191794,13,36.63,0.2,6.1587186,0.10903666,1.0077393,0.880511,0.019253438
12.201764,1000000,0.39858884,4.0,0.22578218567293196,-7.995910244706486,1.7284774126393423,0.9999999927736023,14,39.09,0.2,3.599856,0.21342397,1.0006416,0.8698134,0.010809689
12.208636,1000000,0.38532874,4.0,0.17020770069100752,-9.650898529901411,1.6324045096597732,0.9999999930523419,15,41.61,0.2,3.6961253,0.10270136,1.0002247,0.83918846,0.008654459
12.0603,1000000,0.37508026,4.0,0.17945537835987443,-9.170688987325429,1.6964302351268983,0.9999999926600962,16,44.72,0.2,5.736259,0.037211347,0.980633,0.8158175,0.008928278
12.100821,1000000,0.40308154,4.0,0.14185588277867933,-7.4779634838864695,1.6947509113576606,0.9999999928463992,17,47.13,0.2,9.350682,0.10081192,1.0523616,0.82624924,0.012843661
11.950092,1000000,0.3548399,4.0,0.13624147813981785,-9.855114140488348,1.6365930857985058,0.9999999925992734,18,49.66,0.2,5.8545914,0.021767063,1.0211695,0.8176775,0.013231055
12.047439,1000000,0.36076722,4.0,0.10355951620167685,-8.20427579818742,1.6191768716817334,0.9999999928051436,19,52.26,0.2,7.989265,0.15087937,0.9749205,0.80663425,0.015587682
11.947567,1000000,0.40968367,4.0,0.08868608460201971,-9.988964883876346,1.5789620201930556,0.9999999928468736,20,55.27,0.2,5.1493716,0.015964402,1.0153837,0.79401535,0.018239317
11.975703,1000000,0.3557577,4.0,0.07863275438421403,-10.275242398827105,1.5602037606140517,0.9999999928167141,21,57.81,0.2,6.075158,0.1523376,0.99757504,0.7885964,0.011097537
11.944486,1000000,0.387417,4.0,0.07189398731055531,-10.339409180548996,1.6030777286176676,0.9999999924850095,22,60.95,0.2,6.455491,0.004975624,0.9962049,0.7564273,0.010755365
