_AverageReward,Steps,ValFuncLoss,_mean_act,_mean_discrew,_min_discrew,_max_discrew,_std_discrew,_Episode,_time_from_beginning_in_minutes,Clipping,Max ratio,Min ratio,Mean ratio,PolicyEntropy,KL,_lr_multiplier
61.11694,500000,0.23160253,18.318860606060607,-0.01550261750026346,-5.030007305737083,2.377510948321147,0.9999999986524303,1,5.48,0.2,13.546894,0.014072019,0.9998206,0.40548092,0.024400504,1
54.289988,500000,0.46408483,18.069319191919192,0.20963893372844258,-4.427184746399947,2.3253050073255754,0.9999999990102277,2,11.01,0.2,12.379398,0.01807212,1.0007371,0.3921594,0.028944077,1
46.051228,500000,0.5503023,17.76119191919192,0.44156264805802325,-5.133709783128441,2.4305212383217816,0.999999999093365,3,16.62,0.2,14.624131,0.043899197,0.9996519,0.36588576,0.0313429,1
39.417614,500000,0.49563694,17.436418181818183,0.7318486677842286,-5.132993205098586,2.67858338447779,0.999999999010915,4,22.45,0.2,8.92476,0.013969914,1.0002999,0.34044334,0.027369648,1
35.141494,500000,0.42991868,17.155141414141415,0.9995675477831942,-5.971378352405076,2.824195664320003,0.999999998799416,5,28.31,0.2,12.169097,0.033837385,0.9999881,0.31856027,0.027218623,1
31.897024,500000,0.33735105,16.891377777777777,1.1866049774238032,-6.564321335231052,3.1093788130535156,0.9999999985930578,6,34.14,0.2,5.8389406,0.08005376,1.000003,0.3081183,0.020440448,1
29.914022,500000,0.2589009,16.526749494949495,1.2064565027462428,-7.823120449399598,2.9740473298989922,0.9999999985008351,7,40.06,0.2,9.183321,0.030085364,0.9996253,0.2924288,0.017174663,1
28.35511,500000,0.2323606,16.243834343434344,1.265594938915705,-7.950045807380205,3.1294366615529685,0.9999999982614259,8,46.11,0.2,9.825514,0.023288732,0.9993332,0.27591595,0.017054904,1
26.929076,500000,0.19501424,15.957565656565656,1.1917906699466412,-9.668329471829479,2.92468059704065,0.9999999981783466,9,52.25,0.2,17.6814,0.03441297,1.0001366,0.26645446,0.015676035,1
26.224704,500000,0.19424787,15.738226262626263,1.0882944060624238,-10.281464363937607,2.895446640999373,0.9999999980890292,10,58.16,0.2,9.962099,0.06427152,1.0003113,0.25549883,0.014125531,1
25.084356,500000,0.14997041,15.535824242424242,1.1452789253725473,-8.970583449238909,2.9746569919042027,0.9999999978450341,11,64.03,0.2,15.555412,0.08042396,0.99984777,0.24066947,0.011618227,1
24.64171,500000,0.13976295,15.317680808080809,1.0829132240802364,-9.974987919020514,3.227881074110898,0.999999997698572,12,69.93,0.2,9.439299,0.016562635,1.0000917,0.23627302,0.010224071,1
24.234556,500000,0.14020617,15.074727272727273,0.9362360096042633,-11.177538057779023,2.72521848946607,0.999999997711518,13,75.84,0.2,12.944436,0.042926166,0.9999521,0.22749183,0.010452021,1
24.073472,500000,0.13323765,14.962323232323232,0.831661545902026,-11.921593854829553,2.823184158213083,0.9999999976682282,14,81.81,0.2,7.922648,0.040120438,0.99999297,0.21857004,0.009163652,1
23.67448,500000,0.12280597,14.781026262626263,0.7754236742579389,-11.806908352179276,2.6248193173146834,0.9999999976053795,15,87.92,0.2,8.047319,0.016118854,0.99967164,0.21116857,0.011600542,1
23.118312,500000,0.1227974,14.613880808080808,0.7000741305124392,-12.648759610255043,2.4045322860870577,0.9999999976807735,16,94.06,0.2,5.5924764,0.1262687,0.9998408,0.2067958,0.0066178013,1
23.041672,500000,0.12076288,14.406585858585858,0.6527313900731146,-10.801991307685595,2.386938408429395,0.9999999976252224,17,100.41,0.2,5.4695187,0.07614741,0.9999167,0.20103122,0.0069658817,1
22.951326,500000,0.12672104,14.227632323232323,0.5763293022100717,-12.265455132854314,2.2213999938513487,0.9999999976292963,18,106.51,0.2,5.9071407,0.020604456,0.9998328,0.1957611,0.0063168467,1
22.593838,500000,0.11519444,14.02541212121212,0.5218024460627143,-13.7660948206764,2.185684796870401,0.9999999977694508,19,112.39,0.2,5.9332547,0.004201393,0.99979925,0.18999626,0.0058486783,1
22.396468,500000,0.105163,13.932638383838384,0.5124243585788506,-12.594384305006676,2.176632568965366,0.9999999974953566,20,118.26,0.2,7.6029954,0.05085599,0.99976844,0.18555531,0.005700639,1
22.153502,500000,0.10235114,13.800420202020202,0.5238846797377761,-13.716825255724123,2.336191999324069,0.9999999972470353,21,124.17,0.2,7.46844,0.040039986,0.99969935,0.18001775,0.006717398,1
22.179274,500000,0.11033551,13.68990303030303,0.43676443286859423,-15.676412893388123,2.060743476105232,0.9999999976041287,22,130.05,0.2,6.0481043,0.049435876,0.999845,0.17503224,0.006761011,1
21.743588,500000,0.10830972,13.617214141414141,0.48234372223184735,-16.006950473081737,2.178465616571018,0.9999999973915408,23,135.99,0.2,5.261626,0.021090742,0.99979335,0.17031197,0.0050216084,1
21.880298,500000,0.10150482,13.514052525252525,0.4313656657213366,-15.493260559217262,2.1963148408680198,0.9999999973135274,24,141.89,0.2,5.0836134,0.008725841,0.99984235,0.16893937,0.0055926437,1
21.85367,500000,0.09856601,13.458424242424243,0.3676338461702302,-14.541333493418172,1.9882495701942189,0.9999999975564491,25,147.9,0.2,6.258156,0.03482555,0.9998938,0.16450566,0.005546978,1
21.744684,500000,0.09350319,13.299145454545455,0.3768414864234276,-14.443924495243753,2.0726624697999543,0.9999999973756828,26,153.91,0.2,7.4239635,0.03678319,0.99989396,0.16117765,0.0052639544,1
21.505094,500000,0.09032269,13.236878787878787,0.38732351408841137,-15.20969360633789,2.151102738502018,0.9999999973039028,27,159.82,0.2,4.78524,0.07992263,0.999921,0.15818281,0.004077725,1
