_AverageReward,Steps,ValFuncLoss,_mean_act,_mean_discrew,_min_discrew,_max_discrew,_std_discrew,_Episode,_time_from_beginning_in_minutes,Clipping,Max ratio,Min ratio,Mean ratio,PolicyEntropy,KL
47.248382,500000,0.115263715,12.0,-0.002341368227477341,-5.865659311246545,2.397810957021438,0.9999999907835053,1,29.71,0.2,5.4179993,0.08878519,1.0129553,2.28995,0.02670834
47.86246,500000,0.38246438,12.0,-0.034386234904166264,-6.106229594396423,2.119852183517616,0.9999999946616607,2,31.68,0.2,5.2229633,0.17501399,0.9676492,2.211951,0.023582784
47.078658,500000,0.57871085,12.0,0.04227911668183356,-5.11811292784801,2.110119892379559,0.9999999957914865,3,33.63,0.2,5.567434,0.122959405,1.0249166,2.2204943,0.02351713
47.227238,500000,0.841719,12.0,-0.018502426686677436,-6.788485060115549,2.0024827863480708,0.9999999965317999,4,35.59,0.2,3.813482,0.16139628,1.0221628,2.2234237,0.019983651
47.222834,500000,0.9532603,12.0,-0.0328533108207018,-5.779709637338392,1.9973135713873755,0.9999999968514313,5,37.54,0.2,5.970077,0.124944285,1.0124797,2.2029524,0.022160498
47.2412,500000,1.1097957,12.0,-0.007108212615793062,-5.530812266430687,2.020397631892656,0.9999999969175377,6,39.51,0.2,6.8124623,0.12539296,0.9881045,2.153329,0.025957268
46.924594,500000,1.1926659,12.0,0.057703591783700166,-5.684397255335228,2.0822487942727106,0.9999999970407523,7,41.51,0.2,5.982024,0.13015899,1.0706964,2.162333,0.020351505
46.434474,500000,1.2197117,12.0,0.07795871634602476,-5.898151066722031,1.9889218353876164,0.9999999970679297,8,43.44,0.2,10.020004,0.10207044,0.9828483,2.124629,0.026867872
46.066876,500000,1.2609313,12.0,0.1044915677394913,-5.4930418607682805,2.0488817917793813,0.9999999971150914,9,45.41,0.2,5.244137,0.16974734,0.9779453,2.0727499,0.020108396
45.26162,500000,1.1526251,12.0,0.16594558158842526,-6.984660858365171,2.1176836899881555,0.9999999970636861,10,47.36,0.2,7.5611706,0.10759608,0.97025484,2.030962,0.023162287
45.195496,500000,1.1698937,12.0,0.13726860264070068,-5.740956896253957,2.046675424387858,0.9999999971665043,11,49.35,0.2,6.3629766,0.122630544,1.0607845,2.039354,0.01927068
45.66216,500000,1.3471069,12.0,0.064863599282823,-6.2332929997409705,1.9841628844149672,0.9999999972719306,12,51.31,0.2,8.311941,0.117624566,0.9607764,1.9871925,0.024591418
44.836642,500000,1.297327,12.0,0.12567280415129436,-5.603722949844085,2.0070093636685526,0.9999999971911377,13,53.3,0.2,5.2919326,0.08851199,0.9714477,1.9589456,0.019327756
44.23059,500000,1.3109931,12.0,0.13221898598447213,-5.352572535514564,2.055463423734217,0.9999999971487856,14,55.23,0.2,6.3498373,0.14894323,1.0036615,1.9379034,0.01817061
43.65496,500000,1.2845857,12.0,0.1596379288683399,-6.342534586754215,2.0774264307097017,0.9999999971669041,15,57.17,0.2,6.693318,0.13090065,0.99105775,1.9280897,0.018922832
43.73941,500000,1.2733073,12.0,0.14639125349963822,-6.552597735326718,2.104691677464677,0.9999999971263982,16,59.13,0.2,4.52559,0.17894907,1.0173011,1.916572,0.014524078
43.5185,500000,1.2724818,12.0,0.13692655433389697,-7.354565875927262,2.000302593557877,0.9999999971704568,17,61.1,0.2,164.80109,0.022297567,0.95171493,1.8879834,0.034285925
43.25989,500000,1.3847725,12.0,0.13235008341699223,-5.174467528138245,2.096448587735699,0.9999999971396406,18,63.05,0.2,77.16863,0.022734446,0.9225438,1.8477162,0.03893936
42.49529,500000,1.2292323,12.0,0.19061716406128154,-7.583822098397276,2.119035084807859,0.9999999970910914,19,65.03,0.2,13.030256,0.072247714,1.0220329,1.840694,0.02014758
42.357902,500000,1.2588544,12.0,0.16650981467885836,-5.894023348237363,2.086490244933248,0.9999999970810941,20,66.97,0.2,12.744748,0.109589465,0.98665404,1.8133893,0.020110553
41.825308,500000,1.0311741,12.0,0.1834711268703496,-7.045405155603399,2.1467468395150346,0.9999999970749083,21,68.92,0.2,4.8413577,0.16418253,1.0117023,1.8096828,0.015529617
41.492644,500000,1.1627005,12.0,0.21078334500612428,-4.963129671425468,2.1644590790551126,0.9999999969249472,22,70.89,0.2,5.165639,0.15247367,0.9696792,1.7818749,0.017871972
41.25909,500000,1.1578478,12.0,0.16887320614711498,-5.011805542183286,2.132108320842705,0.9999999969981045,23,72.84,0.2,3.923128,0.18382022,1.0103558,1.7691548,0.014617936
41.03042,500000,1.08766,12.0,0.14271034940570596,-5.493438265557233,2.0752262910966364,0.999999996998582,24,74.82,0.2,119.050606,0.011126029,0.9199406,1.7325554,0.040416382
