_AverageReward,Steps,ValFuncLoss,_mean_act,_mean_discrew,_min_discrew,_max_discrew,_std_discrew,_Episode,_time_from_beginning_in_minutes,Clipping,Max ratio,Min ratio,Mean ratio,PolicyEntropy,KL
22.453377,1000000,0.21558931,24.0,6.431706964821877e-05,-6.273818790633964,2.6447791979383233,0.999999967751593,1,14.21,0.2,157.94884,0.06276728,0.9663924,3.2209544,0.06558189
20.489792,1000000,0.50002223,24.0,0.11155697486342972,-7.851559015005275,2.2736811918297044,0.9999999801449748,2,26.3,0.2,9.488199,0.13591467,0.9984855,3.3100035,0.06658443
18.781616,1000000,0.73189676,24.0,0.18675625777425856,-7.810666495627617,2.198573868917718,0.999999984184107,3,38.48,0.2,5.5919724,0.07810426,1.0146517,3.3868227,0.046915498
17.494379,1000000,0.8089796,24.0,0.20916220018642256,-7.3597802406998944,2.0906716447943543,0.9999999861614651,4,50.43,0.2,11.06362,0.122473605,0.958223,3.3076665,0.032838233
16.284259,1000000,0.98821086,24.0,0.28106788268568905,-9.623898694680745,2.013341377720908,0.9999999871872649,5,62.51,0.2,3.5915005,0.023395082,0.99699366,3.2917027,0.041214146
15.53717,1000000,0.97361887,24.0,0.34051767888725015,-9.151892457762736,2.0330544226798684,0.9999999872042487,6,74.83,0.2,4.488386,0.1463093,1.0000728,3.2875612,0.03038332
14.600227,1000000,1.092374,24.0,0.36727369234452595,-9.465287208091077,2.0694429951090294,0.9999999873779591,7,87.46,0.2,5.2643895,0.16046613,0.9693498,3.2019575,0.027194967
14.089035,1000000,1.0915298,24.0,0.3302101465622811,-8.434973096453229,1.9174210727002343,0.9999999882406001,8,99.84,0.2,4.0112643,0.11541899,0.94293904,3.1380005,0.027750488
13.310898,1000000,1.0523636,24.0,0.38524095272860953,-9.952091197013386,1.8733083133326227,0.999999987846873,9,111.94,0.2,7.6619067,0.1655602,0.97318333,3.1385841,0.033617232
12.560838,1000000,0.96897334,24.0,0.4024604421628138,-10.148358032055215,1.8025958200791579,0.9999999877406371,10,123.74,0.2,11.403729,0.123223,0.93813926,3.0730681,0.027322404
11.782792,1000000,0.9570965,24.0,0.439809663396364,-8.883500637037375,1.8181306365470775,0.9999999872149798,11,135.72,0.2,6.0180345,0.15826954,0.97182065,3.024807,0.03117175
11.099801,1000000,0.97435886,24.0,0.4577277649450146,-9.885606290429104,1.8149352768926588,0.9999999865740865,12,147.88,0.2,4.4550543,0.08421888,1.0015197,2.9906206,0.04401968
10.783966,1000000,0.85739577,24.0,0.3956804244288173,-11.111445821791342,1.6551570861805691,0.9999999868923634,13,159.83,0.2,4.772838,0.065051414,1.017322,2.987497,0.034117986
10.559209,1000000,0.870345,24.0,0.3559361318747844,-9.149300715587815,1.6967639661669118,0.9999999866211889,14,171.99,0.2,5.4325924,0.10529313,0.961574,2.931154,0.03329762
10.140196,1000000,0.84841025,24.0,0.3426711689914766,-10.979948477620395,1.5649937098312219,0.9999999864050245,15,184.12,0.2,5.889547,0.09686884,0.9502409,2.8603113,0.030952737
9.847137,1000000,0.8746898,24.0,0.33478397788171244,-9.47911430104906,1.5205584638955232,0.9999999864457039,16,196.93,0.2,7.5170283,0.09208505,0.9811975,2.8564582,0.03577696
9.581192,1000000,0.84683806,24.0,0.31092007137528704,-12.416756204120846,1.499441205885862,0.999999986112898,17,208.71,0.2,5.6132483,0.13233098,0.96221817,2.789879,0.03237465
9.441738,1000000,0.8037052,24.0,0.2512823991568249,-13.111040559512352,1.4075282269871203,0.9999999865433061,18,221.19,0.2,5.525911,0.13146055,0.9460347,2.7312777,0.025779342
9.312488,1000000,0.922205,24.0,0.22686345583510234,-12.997876365738813,1.35423893438028,0.9999999863633342,19,233.34,0.2,5.03011,0.113158144,1.0253236,2.7555108,0.029236058
9.039084,1000000,0.8286963,24.0,0.23059050589852148,-9.544067145895854,1.3996921971014007,0.9999999856963632,20,245.7,0.2,6.449513,0.12417643,0.9921045,2.738621,0.029787786
8.981474,1000000,0.756462,24.0,0.19258224611812308,-10.526771747875154,1.3161860134081402,0.9999999857069406,21,257.23,0.2,6.807122,0.10378901,0.9872288,2.6975057,0.03576432
8.940755,1000000,0.8844002,24.0,0.16823545431680634,-10.034740198123373,1.2675466202278811,0.9999999862099939,22,268.82,0.2,6.6851587,0.11214586,0.9819061,2.6990025,0.0308422
8.759065,1000000,0.79893106,24.0,0.1746290640876879,-10.54226419248029,1.2905556315149278,0.9999999852586029,23,280.55,0.2,4.9823813,0.12117565,0.99167424,2.6860552,0.031116884
8.78863,1000000,0.87493175,24.0,0.12449216526888768,-10.747616883431633,1.2547697280230992,0.999999985633026,24,292.29,0.2,7.71059,0.09216961,1.0119969,2.6694777,0.03813525
8.765659,1000000,0.83314115,24.0,0.08948158325890683,-9.330074942557372,1.2055291500395475,0.9999999856294802,25,303.81,0.2,5.7617126,0.10107933,0.95027524,2.6111836,0.030425627
8.706315,1000000,0.86795485,24.0,0.08118126793942348,-9.834670599785328,1.202735499371661,0.9999999857187646,26,315.76,0.2,6.607036,0.11408191,0.9466916,2.5817344,0.025069334
8.697906,1000000,0.804603,24.0,0.07642082776478179,-9.708581407518873,1.1989545851248078,0.9999999856476782,27,326.76,0.2,8.768385,0.11178373,1.0523745,2.5910687,0.03229414
8.660017,1000000,0.7842957,24.0,0.059101219384960595,-12.632442420299434,1.1633775608041237,0.9999999859995196,28,338.41,0.2,7.363726,0.11590974,0.9930098,2.564299,0.032994583
